site_name,latitude,longitude,age_bin,age_mid,period_name,richness,shannon_H,evenness,openness,roc_chord
Eigebakken bog,58.78333,5.7,"[8000, 11500)",9750.0,Early Holocene,12.529411764705882,1.9625337753165502,0.7753507049928072,0.3452081572768918,0.16879968040695237
Eigebakken bog,58.78333,5.7,"[11500, 21500)",16500.0,Late Pleistocene,12.257142857142858,2.019850261759342,0.8115832430885392,0.2742925403814034,0.262074464591317
Exhult,56.48333,13.65,"[0, 1000)",500.0,Historical,11.470588235294118,2.0157610545052442,0.8298453547333671,0.17037768111340035,0.3743737617541046
Exhult,56.48333,13.65,"[1000, 4000)",2500.0,Late Holocene,11.195652173913043,1.9053258200623149,0.7935098894244118,0.10893438026325623,0.26796489157062664
Exhult,56.48333,13.65,"[4000, 8000)",6000.0,Mid Holocene,9.153846153846153,1.600717422419457,0.7333025779350357,0.011281214879348649,0.19780845791014984
Fjallsjön 1,57.75152,12.85762,"[8000, 11500)",9750.0,Early Holocene,12.2,2.0723909748347853,0.8307765929586454,0.3833333793395423,0.30198193345910546
Fjallsjön 1,57.75152,12.85762,"[11500, 21500)",16500.0,Late Pleistocene,12.181818181818182,1.901709003665888,0.7654979571676557,0.2861310110638119,0.2958415174735437
Flahult,56.96667,13.83333,"[0, 1000)",500.0,Historical,11.878787878787879,1.9684235738597164,0.8031154670484083,0.040390485022683574,0.1608559711178466
Flahult,56.96667,13.83333,"[1000, 4000)",2500.0,Late Holocene,10.136363636363637,1.8987854854622557,0.8233335357234043,0.017007796037780423,0.1276157682587561
Flahult,56.96667,13.83333,"[4000, 8000)",6000.0,Mid Holocene,9.555555555555555,1.9183060800900327,0.850797431219787,0.009484918402495927,0.21435282646955367
Flinkasjön,56.25444,13.24333,"[0, 1000)",500.0,Historical,11.461538461538462,2.051738546065629,0.8417827259135429,0.028448180332662356,0.07806587596955371
Flinkasjön,56.25444,13.24333,"[1000, 4000)",2500.0,Late Holocene,10.047619047619047,1.9645336833492113,0.8544431431081231,0.015840533857970632,0.14143031477349416
Flinkasjön,56.25444,13.24333,"[4000, 8000)",6000.0,Mid Holocene,8.947368421052632,1.8914521310840955,0.8646955669412459,0.006966585220139833,0.13941226834518847
Flinkasjön,56.25444,13.24333,"[8000, 11500)",9750.0,Early Holocene,9.233333333333333,1.6758893192280226,0.7587504026027762,0.030799795386562277,0.15962675507317323
Flinkasjön,56.25444,13.24333,"[11500, 21500)",16500.0,Late Pleistocene,16.5,2.1449309865321577,0.7668306903200203,0.2298977009433138,0.32240258615055634
Frengstadsetra,62.57327,10.12398,"[0, 1000)",500.0,Historical,8.0,1.1656160265856985,0.5605428203786285,0.7044025157232704,
Frengstadsetra,62.57327,10.12398,"[1000, 4000)",2500.0,Late Holocene,8.166666666666666,1.4652501845756183,0.697873940357432,0.5967715352620843,0.17793144023232857
Frengstadsetra,62.57327,10.12398,"[4000, 8000)",6000.0,Mid Holocene,8.875,1.6446121847462785,0.7594889058655186,0.2925740167167992,0.4149395873870223
Fuglebergsletta,77.0017,15.505,"[0, 1000)",500.0,Historical,10.0,1.6463044703430991,0.7174081383909471,0.9737096090563826,0.4991993909331215
Fuglebergsletta,77.0017,15.505,"[1000, 4000)",2500.0,Late Holocene,9.166666666666666,1.4903776158989415,0.7207738003311475,0.8954350699816717,0.6104279854499476
Färskesjön,56.15907,15.86049,"[0, 1000)",500.0,Historical,12.583333333333334,2.0714472532850654,0.8214183469270905,0.06599987329872141,0.10739291057376539
Färskesjön,56.15907,15.86049,"[1000, 4000)",2500.0,Late Holocene,12.864864864864865,2.064300091078996,0.8115314663788333,0.06469441303876622,0.10202487441680738
Färskesjön,56.15907,15.86049,"[4000, 8000)",6000.0,Mid Holocene,9.73469387755102,1.874252217540937,0.8251918123821188,0.03923971777798854,0.10120074026000354
Färskesjön,56.15907,15.86049,"[8000, 11500)",9750.0,Early Holocene,9.0,1.5102422169412335,0.6923163886919969,0.27105471217795035,0.20873836762541034
Fårarps Mosse,55.48833,13.90889,"[0, 1000)",500.0,Historical,14.181818181818182,2.353760796947599,0.8910287078774147,0.41828596021538794,0.33442904609011403
Fårarps Mosse,55.48833,13.90889,"[1000, 4000)",2500.0,Late Holocene,13.666666666666666,2.2207637684783177,0.8499858604678655,0.19382771920618858,0.28277279162691576
Fårarps Mosse,55.48833,13.90889,"[4000, 8000)",6000.0,Mid Holocene,11.08108108108108,1.9968734253124887,0.8369581692698589,0.03682454356417,0.24855774762423496
Fårarps Mosse,55.48833,13.90889,"[8000, 11500)",9750.0,Early Holocene,9.0,1.5201858943874238,0.6952194503420314,0.07225568643714536,0.49608194562132535
Galtsjön,56.21884,15.21014,"[8000, 11500)",9750.0,Early Holocene,12.88888888888889,1.9111084745413014,0.7542057671034019,0.17249221998293496,0.18692324485842288
Gammelheimenvatnet,68.48221,17.75935,"[0, 1000)",500.0,Historical,14.285714285714286,1.7098452676354803,0.6482845821392716,0.0019668507248981337,0.12163450046614012
Gammelheimenvatnet,68.48221,17.75935,"[1000, 4000)",2500.0,Late Holocene,12.10344827586207,1.471766144268375,0.5989238920312914,0.001165860523983725,0.08938878519898875
Gammelheimenvatnet,68.48221,17.75935,"[4000, 8000)",6000.0,Mid Holocene,9.575757575757576,1.490006479216259,0.6668361806835758,0.00026849475300742614,0.1337826489721086
Gammelheimenvatnet,68.48221,17.75935,"[8000, 11500)",9750.0,Early Holocene,14.4,1.6716743549199127,0.6269128272836655,0.008256728179973303,0.21306237721751048
Gilltjärnen,60.08333,15.83333,"[0, 1000)",500.0,Historical,7.75,1.5628996361504823,0.7668551794454463,0.004129088378045445,0.19710662150890856
Gilltjärnen,60.08333,15.83333,"[1000, 4000)",2500.0,Late Holocene,11.954545454545455,1.646738119035417,0.6721092636702584,0.0023825943708198852,0.12410356738379712
Gilltjärnen,60.08333,15.83333,"[4000, 8000)",6000.0,Mid Holocene,10.813953488372093,1.5177207871622167,0.6428403799098863,0.0013130489979340583,0.11011234058443824
Gilltjärnen,60.08333,15.83333,"[8000, 11500)",9750.0,Early Holocene,9.451612903225806,1.394756706485243,0.6265115929577904,0.008020367762997433,0.11797814366595372
Grauthelleren,58.14445,7.91361,"[0, 1000)",500.0,Historical,17.555555555555557,2.4006695527803332,0.8413321946415558,0.15034389384442293,0.21568995392023813
Grauthelleren,58.14445,7.91361,"[1000, 4000)",2500.0,Late Holocene,14.866666666666667,2.183780325978129,0.8128349665362169,0.06825062829786828,0.2789273895581225
Grauthelleren,58.14445,7.91361,"[4000, 8000)",6000.0,Mid Holocene,13.703703703703704,2.0104497092563314,0.7707189995992025,0.030579892557221117,0.1688613344072824
Grauthelleren,58.14445,7.91361,"[8000, 11500)",9750.0,Early Holocene,14.083333333333334,2.0292909279859686,0.7710771271095513,0.13998525442488172,0.2442127534359365
Grauthelleren,58.14445,7.91361,"[11500, 21500)",16500.0,Late Pleistocene,18.714285714285715,2.5122935967233166,0.8605815108963826,0.5162999199174269,0.24846482223251273
Grisavad,56.28333,13.33333,"[0, 1000)",500.0,Historical,13.181818181818182,2.0604330419789787,0.8008785312085933,0.12059621303501786,0.41380667494747264
Grisavad,56.28333,13.33333,"[1000, 4000)",2500.0,Late Holocene,9.958333333333334,1.6017838854373563,0.7020488229475029,0.01375356764296635,0.167567663347062
Grunnlinesletta,77.5833,21.0,"[0, 1000)",500.0,Historical,12.058823529411764,1.746674558631023,0.7093882414787235,0.8683101773824102,0.4529557425467703
Halsjön II,56.23333,15.31667,"[8000, 11500)",9750.0,Early Holocene,11.61111111111111,1.9297747576670017,0.7904332579187342,0.18778427383438867,0.19274478620646496
Halsjön II,56.23333,15.31667,"[11500, 21500)",16500.0,Late Pleistocene,14.6,2.056161194843091,0.7681397414985887,0.14159009066001396,0.12234597914096693
Hemma,60.03083,10.69917,"[4000, 8000)",6000.0,Mid Holocene,8.0,1.4346492347174262,0.6899204454473258,0.008488964346349747,
Hemma,60.03083,10.69917,"[8000, 11500)",9750.0,Early Holocene,9.181818181818182,1.541769970347069,0.7229151353380499,0.31999859431533983,0.505233047377068
Hirvilampi,60.62404,24.25122,"[0, 1000)",500.0,Historical,7.0,1.3729995445278882,0.7055821900073045,0.034212342429609785,0.03854045867336532
Hirvilampi,60.62404,24.25122,"[1000, 4000)",2500.0,Late Holocene,7.103448275862069,1.4915087151990178,0.7755074808697654,0.010547151021223274,0.15763665997736376
Hirvilampi,60.62404,24.25122,"[4000, 8000)",6000.0,Mid Holocene,7.72,1.51519478342577,0.7482266542770202,0.011919844408519375,0.12161903633462892
Hirvilampi,60.62404,24.25122,"[8000, 11500)",9750.0,Early Holocene,9.096153846153847,1.257659454897382,0.5898427285286592,0.043529071388859863,0.09621599203016916
Hollendarhaugen,70.9667,-8.6806,"[0, 1000)",500.0,Historical,7.892857142857143,1.1556848935733424,0.5654498094233746,0.6696731397721651,0.3260018660714467
Hälsegyl,56.5436,14.6097,"[8000, 11500)",9750.0,Early Holocene,11.0,1.7892474629159585,0.7461741483096077,0.1344664594664595,0.1295938008828444
Hälsegyl,56.5436,14.6097,"[11500, 21500)",16500.0,Late Pleistocene,13.090909090909092,1.9692728237438253,0.7682786535929531,0.22937154007099048,0.2681045161729227
Imatu Mire,59.10972,27.50783,"[0, 1000)",500.0,Historical,11.333333333333334,1.5982254469846666,0.6656266585746611,0.023616687581798815,0.27296978596273547
Imatu Mire,59.10972,27.50783,"[1000, 4000)",2500.0,Late Holocene,10.941176470588236,1.8310578185552475,0.7697184940487253,0.035509247163820784,0.19410161750415936
Imatu Mire,59.10972,27.50783,"[4000, 8000)",6000.0,Mid Holocene,9.333333333333334,1.5593936684651672,0.7016530678118488,0.06367917839260712,0.16967791859586331
Imatu Mire,59.10972,27.50783,"[8000, 11500)",9750.0,Early Holocene,10.631578947368421,1.6422650790857032,0.6981613351063312,0.21504242728630252,0.20852610615334397
Joldelund-Hörrmoos,54.64474,9.14598,"[0, 1000)",500.0,Historical,15.75,2.167603275723839,0.7899868082685846,0.2750435241038073,0.2557029411620571
Joldelund-Hörrmoos,54.64474,9.14598,"[1000, 4000)",2500.0,Late Holocene,12.882352941176471,2.1141871675030233,0.8300230012560846,0.13100350439614802,0.23634206947398972
Joldelund-Hörrmoos,54.64474,9.14598,"[4000, 8000)",6000.0,Mid Holocene,12.0,2.1754231852177734,0.8765294001064734,0.14112856972428964,0.3287612598248454
Joldelunder Schweiz,54.64574,9.13051,"[0, 1000)",500.0,Historical,13.88888888888889,1.9956637312112417,0.7614008259462884,0.24027155256378008,0.36577874686482104
Joldelunder Schweiz,54.64574,9.13051,"[1000, 4000)",2500.0,Late Holocene,12.387096774193548,1.9087339492027013,0.76892445172146,0.16641466818982983,0.1725594686424327
Kaarkotinlampi,61.41513,25.86881,"[0, 1000)",500.0,Historical,9.0,1.5049599314257507,0.6849367820426767,0.03451581975071908,0.07828129916690209
Kaarkotinlampi,61.41513,25.86881,"[1000, 4000)",2500.0,Late Holocene,8.5,1.469281201960112,0.6960624518166411,0.0178324763787479,0.08664055824789385
Kaarkotinlampi,61.41513,25.86881,"[4000, 8000)",6000.0,Mid Holocene,8.166666666666666,1.4656600126549277,0.705685463279975,0.025378217797323747,0.08122231639434362
Kaarkotinlampi,61.41513,25.86881,"[8000, 11500)",9750.0,Early Holocene,8.363636363636363,1.447239894554785,0.6874339252754784,0.19413260439596047,0.19646867228979914
Kalmanstjörn Lake,65.6577,-17.2345,"[0, 1000)",500.0,Historical,10.516129032258064,1.7650473526440356,0.7547699539259798,0.9058598922490844,0.23369093089782475
Kalmanstjörn Lake,65.6577,-17.2345,"[1000, 4000)",2500.0,Late Holocene,10.846153846153847,1.8442423762073092,0.7802347992899061,0.8775145458581305,0.26615905945870594
Kalna bog,57.95417,24.58722,"[0, 1000)",500.0,Historical,9.55,1.6949649308042225,0.7624608373319849,0.028574185730298747,0.41855735458483173
Kalna bog,57.95417,24.58722,"[1000, 4000)",2500.0,Late Holocene,11.055555555555555,1.834765363279757,0.7706698632931203,0.09473963169069345,0.3470454359753306
Kalsa Mire,58.19142,27.41146,"[0, 1000)",500.0,Historical,10.181818181818182,1.6548950918314345,0.7179696998998518,0.045878007091468616,0.17971735787112778
Kalsa Mire,58.19142,27.41146,"[1000, 4000)",2500.0,Late Holocene,9.588235294117647,1.8195403184813324,0.8078453186860445,0.011089325685441836,0.2629053341563817
Kalsa Mire,58.19142,27.41146,"[4000, 8000)",6000.0,Mid Holocene,8.666666666666666,1.6484532366312796,0.7665540954350475,0.014916307923330593,0.25565935304034837
Kalsa Mire,58.19142,27.41146,"[8000, 11500)",9750.0,Early Holocene,8.5,1.3181922990476258,0.6283099775196118,0.17417261086336874,0.38202352188814515
Kalven,56.53516,14.55571,"[8000, 11500)",9750.0,Early Holocene,10.6,1.7537463376986662,0.745693962710286,0.20066867699370686,0.21050457687089955
Kalven,56.53516,14.55571,"[11500, 21500)",16500.0,Late Pleistocene,12.0,1.962146043923428,0.7904960750336577,0.22377434129948018,0.1919786842496081
Kangerjoki,66.12667,28.99524,"[0, 1000)",500.0,Historical,9.75,1.5307764988409045,0.6765739357436225,0.09848974042907259,0.20623223815464023
Kangerjoki,66.12667,28.99524,"[1000, 4000)",2500.0,Late Holocene,9.333333333333334,1.430092636994584,0.6440809293093082,0.03776607830925995,0.07969009009577149
Kangerjoki,66.12667,28.99524,"[4000, 8000)",6000.0,Mid Holocene,7.538461538461538,1.3064790215238793,0.652601748584586,0.13481024596694594,0.17921385974623202
Kangerjoki,66.12667,28.99524,"[8000, 11500)",9750.0,Early Holocene,7.6,1.1799094086846178,0.5869887265907929,0.4453524005769133,0.09824899931977904
Kanna fen,58.32503,22.09672,"[0, 1000)",500.0,Historical,8.5,1.5793311117081292,0.7427442364070567,0.10590553656026534,0.1629299932382276
Kanna fen,58.32503,22.09672,"[1000, 4000)",2500.0,Late Holocene,11.133333333333333,1.9432248860593317,0.8089375230973169,0.06336020637707383,0.13278166923636328
Kanna fen,58.32503,22.09672,"[4000, 8000)",6000.0,Mid Holocene,12.0,2.0163712073912956,0.8135437361536427,0.06524342722702632,0.13038068589304827
Kanna fen,58.32503,22.09672,"[8000, 11500)",9750.0,Early Holocene,10.75,1.722775815579583,0.725630380955116,0.111586050084154,0.15976010322187575
Kansjön,57.64055,14.53458,"[0, 1000)",500.0,Historical,12.666666666666666,1.9685705045633783,0.7758218760072045,0.11011790793806368,0.3226161034849757
Kansjön,57.64055,14.53458,"[1000, 4000)",2500.0,Late Holocene,12.333333333333334,1.9319290615736304,0.7734681559486504,0.05862927712005455,0.32350035433294827
Kansjön,57.64055,14.53458,"[4000, 8000)",6000.0,Mid Holocene,11.272727272727273,1.9406471646126378,0.8028798221197208,0.024392525972218047,0.17121199701296363
Kansjön,57.64055,14.53458,"[8000, 11500)",9750.0,Early Holocene,9.777777777777779,1.62977456363345,0.7202284269130295,0.07951019785315577,0.2487329710185048
Kansjön,57.64055,14.53458,"[11500, 21500)",16500.0,Late Pleistocene,9.76923076923077,1.9505843029153662,0.8595276721692281,0.49185057478323885,0.36777470160258763
Kassjön,63.92548,20.00963,"[0, 1000)",500.0,Historical,10.038461538461538,1.8962187022806516,0.8305224668428237,0.02606660711771819,0.27758762112091945
Kassjön,63.92548,20.00963,"[1000, 4000)",2500.0,Late Holocene,8.179487179487179,1.5630769264351143,0.7471208222617637,0.019065335584114752,0.12375278519741147
Kassjön,63.92548,20.00963,"[4000, 8000)",6000.0,Mid Holocene,8.615384615384615,1.5415229598796343,0.7210495512079675,0.018776448375827474,0.15605493530236025
Kiilaspere,58.79694,24.43611,"[0, 1000)",500.0,Historical,11.357142857142858,1.8428138517577415,0.7630644590359097,0.12535012548876734,0.15225794142177954
Kiilaspere,58.79694,24.43611,"[1000, 4000)",2500.0,Late Holocene,10.384615384615385,1.764951763647986,0.7571287750665857,0.0995548303482601,0.31350408921506584
Kittilä,65.025,24.68333,"[0, 1000)",500.0,Historical,10.090909090909092,1.667950832129456,0.7232240089246358,0.1954697277713839,0.38868174081528617
Kittilä,65.025,24.68333,"[1000, 4000)",2500.0,Late Holocene,11.0,1.8871735190180214,0.8041435840637478,0.5237323608727297,0.47577952031673476
Klotjärnen,61.82125,16.40472,"[0, 1000)",500.0,Historical,8.222222222222221,1.6831781105381005,0.8135400674518105,0.12321155472341677,0.2342302483021673
